id,intervention_id,phenotype_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated,derivation_via_mechanism_id,derivation_note
DIPE-00102,INT-0076,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0026,transitive: INT-0076 -[modulates]-> MEC-0026 -[implicated_in]-> PHE-0007
DIPE-00103,INT-0077,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0026,transitive: INT-0077 -[modulates]-> MEC-0026 -[implicated_in]-> PHE-0004
DIPE-00104,INT-0077,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0026,transitive: INT-0077 -[modulates]-> MEC-0026 -[implicated_in]-> PHE-0007
DIPE-00105,INT-0078,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0026,transitive: INT-0078 -[modulates]-> MEC-0026 -[implicated_in]-> PHE-0004
DIPE-00106,INT-0078,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0026,transitive: INT-0078 -[modulates]-> MEC-0026 -[implicated_in]-> PHE-0007
DIPE-00107,INT-0079,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0022,transitive: INT-0079 -[modulates]-> MEC-0022 -[implicated_in]-> PHE-0003
DIPE-00108,INT-0079,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0022,transitive: INT-0079 -[modulates]-> MEC-0022 -[implicated_in]-> PHE-0004
DIPE-00109,INT-0080,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0022,transitive: INT-0080 -[modulates]-> MEC-0022 -[implicated_in]-> PHE-0003
DIPE-00110,INT-0080,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0022,transitive: INT-0080 -[modulates]-> MEC-0022 -[implicated_in]-> PHE-0004
DIPE-00111,INT-0081,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0026,transitive: INT-0081 -[modulates]-> MEC-0026 -[implicated_in]-> PHE-0004
DIPE-00112,INT-0081,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0026,transitive: INT-0081 -[modulates]-> MEC-0026 -[implicated_in]-> PHE-0007
DIPE-00113,INT-0082,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0021,transitive: INT-0082 -[modulates]-> MEC-0021 -[implicated_in]-> PHE-0004
DIPE-00114,INT-0083,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0021,transitive: INT-0083 -[modulates]-> MEC-0021 -[implicated_in]-> PHE-0004
DIPE-00115,INT-0084,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0024,transitive: INT-0084 -[modulates]-> MEC-0024 -[implicated_in]-> PHE-0004
DIPE-00116,INT-0085,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0022,transitive: INT-0085 -[modulates]-> MEC-0022 -[implicated_in]-> PHE-0003
DIPE-00117,INT-0085,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0022,transitive: INT-0085 -[modulates]-> MEC-0022 -[implicated_in]-> PHE-0004
DIPE-00118,INT-0086,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0086 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0005
DIPE-00119,INT-0086,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0031,transitive: INT-0086 -[modulates]-> MEC-0031 -[implicated_in]-> PHE-0006
DIPE-00120,INT-0087,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0029,transitive: INT-0087 -[modulates]-> MEC-0029 -[implicated_in]-> PHE-0001
DIPE-00121,INT-0087,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0029,transitive: INT-0087 -[modulates]-> MEC-0029 -[implicated_in]-> PHE-0007
DIPE-00122,INT-0088,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0003,transitive: INT-0088 -[modulates]-> MEC-0003 -[implicated_in]-> PHE-0001
DIPE-00123,INT-0088,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0010,transitive: INT-0088 -[modulates]-> MEC-0010 -[implicated_in]-> PHE-0002
DIPE-00124,INT-0089,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0011,transitive: INT-0089 -[modulates]-> MEC-0011 -[implicated_in]-> PHE-0002
DIPE-00125,INT-0089,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0030,transitive: INT-0089 -[modulates]-> MEC-0030 -[implicated_in]-> PHE-0005
DIPE-00126,INT-0090,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0011,transitive: INT-0090 -[modulates]-> MEC-0011 -[implicated_in]-> PHE-0002
DIPE-00127,INT-0090,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0090 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0005
DIPE-00128,INT-0090,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0028,transitive: INT-0090 -[modulates]-> MEC-0028 -[implicated_in]-> PHE-0006
DIPE-00129,INT-0091,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0027,transitive: INT-0091 -[modulates]-> MEC-0027 -[implicated_in]-> PHE-0003
DIPE-00130,INT-0092,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0010,transitive: INT-0092 -[modulates]-> MEC-0010 -[implicated_in]-> PHE-0002
DIPE-00131,INT-0092,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0002,transitive: INT-0092 -[modulates]-> MEC-0002 -[implicated_in]-> PHE-0003
DIPE-00132,INT-0093,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0003,transitive: INT-0093 -[modulates]-> MEC-0003 -[implicated_in]-> PHE-0001
DIPE-00133,INT-0093,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0010,transitive: INT-0093 -[modulates]-> MEC-0010 -[implicated_in]-> PHE-0002
DIPE-00134,INT-0094,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0010,transitive: INT-0094 -[modulates]-> MEC-0010 -[implicated_in]-> PHE-0002
DIPE-00135,INT-0095,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0014,transitive: INT-0095 -[modulates]-> MEC-0014 -[implicated_in]-> PHE-0002
DIPE-00136,INT-0095,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0030,transitive: INT-0095 -[modulates]-> MEC-0030 -[implicated_in]-> PHE-0005
DIPE-00137,INT-0096,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0003,transitive: INT-0096 -[modulates]-> MEC-0003 -[implicated_in]-> PHE-0001
DIPE-00138,INT-0096,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0010,transitive: INT-0096 -[modulates]-> MEC-0010 -[implicated_in]-> PHE-0002
DIPE-00139,INT-0096,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0031,transitive: INT-0096 -[modulates]-> MEC-0031 -[implicated_in]-> PHE-0006
DIPE-00140,INT-0096,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0029,transitive: INT-0096 -[modulates]-> MEC-0029 -[implicated_in]-> PHE-0007
DIPE-00141,INT-0097,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0033,transitive: INT-0097 -[modulates]-> MEC-0033 -[implicated_in]-> PHE-0002
DIPE-00142,INT-0097,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0002,transitive: INT-0097 -[modulates]-> MEC-0002 -[implicated_in]-> PHE-0003
DIPE-00143,INT-0098,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0001,transitive: INT-0098 -[modulates]-> MEC-0001 -[implicated_in]-> PHE-0002
DIPE-00144,INT-0099,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,proposed,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00,MEC-0001,transitive: INT-0099 -[modulates]-> MEC-0001 -[implicated_in]-> PHE-0002
