id,evidence_fragment_id,claim_id,target_type,target_id,effect_direction,weight,context_scope,created_at,notes
EVL-000282,EVD-000239,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000283,EVD-000240,,intervention,INT-0014,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000284,EVD-000241,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000285,EVD-000242,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000286,EVD-000243,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000287,EVD-000244,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000288,EVD-000245,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000289,EVD-000246,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000290,EVD-000247,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000291,EVD-000248,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000292,EVD-000249,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000293,EVD-000250,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000294,EVD-000251,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000295,EVD-000252,,intervention,INT-0015,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000296,EVD-000253,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000297,EVD-000254,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000298,EVD-000255,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000299,EVD-000256,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000300,EVD-000257,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000301,EVD-000258,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000302,EVD-000259,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000303,EVD-000260,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000304,EVD-000261,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000305,EVD-000262,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000306,EVD-000263,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000307,EVD-000264,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000308,EVD-000265,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000309,EVD-000266,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000310,EVD-000267,,intervention,INT-0016,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000311,EVD-000268,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000312,EVD-000269,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000313,EVD-000270,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000314,EVD-000271,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000315,EVD-000272,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000316,EVD-000273,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000317,EVD-000274,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000318,EVD-000275,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000319,EVD-000276,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000320,EVD-000277,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000321,EVD-000278,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000322,EVD-000279,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000323,EVD-000280,,intervention,INT-0017,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000324,EVD-000281,,intervention,INT-0020,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000325,EVD-000282,,intervention,INT-0020,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000326,EVD-000283,,intervention,INT-0020,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000327,EVD-000284,,intervention,INT-0020,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000328,EVD-000285,,intervention,INT-0020,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000329,EVD-000286,,intervention,INT-0020,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000330,EVD-000287,,intervention,INT-0020,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000331,EVD-000288,,intervention,INT-0020,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000332,EVD-000289,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000333,EVD-000290,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000334,EVD-000291,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000335,EVD-000292,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000336,EVD-000293,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000337,EVD-000294,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000338,EVD-000295,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000339,EVD-000296,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000340,EVD-000297,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000341,EVD-000298,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000342,EVD-000299,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000343,EVD-000300,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000344,EVD-000301,,intervention,INT-0023,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000345,EVD-000302,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000346,EVD-000303,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000347,EVD-000304,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000348,EVD-000305,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000349,EVD-000306,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000350,EVD-000307,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000351,EVD-000308,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000352,EVD-000309,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000353,EVD-000310,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000354,EVD-000311,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000355,EVD-000312,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000356,EVD-000313,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000357,EVD-000314,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000358,EVD-000315,,intervention,INT-0025,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000359,EVD-000316,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000360,EVD-000317,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000361,EVD-000318,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000362,EVD-000319,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000363,EVD-000320,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000364,EVD-000321,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000365,EVD-000322,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000366,EVD-000323,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000367,EVD-000324,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000368,EVD-000325,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000369,EVD-000326,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000370,EVD-000327,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000371,EVD-000328,,intervention,INT-0027,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000372,EVD-000329,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000373,EVD-000330,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000374,EVD-000331,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000375,EVD-000332,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000376,EVD-000333,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000377,EVD-000334,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000378,EVD-000335,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000379,EVD-000336,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000380,EVD-000337,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000381,EVD-000338,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000382,EVD-000339,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000383,EVD-000340,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000384,EVD-000341,,intervention,INT-0030,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000385,EVD-000342,,intervention,INT-0031,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000386,EVD-000343,,intervention,INT-0031,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000387,EVD-000344,,intervention,INT-0031,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000388,EVD-000345,,intervention,INT-0031,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000389,EVD-000346,,intervention,INT-0034,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000390,EVD-000347,,intervention,INT-0034,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000391,EVD-000348,,intervention,INT-0034,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000392,EVD-000349,,intervention,INT-0034,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000393,EVD-000350,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000394,EVD-000351,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000395,EVD-000352,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000396,EVD-000353,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000397,EVD-000354,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000398,EVD-000355,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000399,EVD-000356,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000400,EVD-000357,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000401,EVD-000358,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000402,EVD-000359,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000403,EVD-000360,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000404,EVD-000361,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000405,EVD-000362,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000406,EVD-000363,,intervention,INT-0035,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000407,EVD-000364,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000408,EVD-000365,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000409,EVD-000366,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000410,EVD-000367,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000411,EVD-000368,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000412,EVD-000369,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000413,EVD-000370,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000414,EVD-000371,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000415,EVD-000372,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000416,EVD-000373,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000417,EVD-000374,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000418,EVD-000375,,intervention,INT-0036,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000419,EVD-000376,,intervention,INT-0037,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000420,EVD-000377,,intervention,INT-0037,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000421,EVD-000378,,intervention,INT-0037,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000422,EVD-000379,,intervention,INT-0037,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000423,EVD-000380,,intervention,INT-0037,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000424,EVD-000381,,intervention,INT-0037,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000425,EVD-000382,,intervention,INT-0037,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000426,EVD-000383,,intervention,INT-0037,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000427,EVD-000384,,intervention,INT-0037,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000428,EVD-000385,,intervention,INT-0037,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000429,EVD-000386,,intervention,INT-0037,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000430,EVD-000387,,intervention,INT-0038,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000431,EVD-000388,,intervention,INT-0038,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000432,EVD-000389,,intervention,INT-0038,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000433,EVD-000390,,intervention,INT-0038,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000434,EVD-000391,,intervention,INT-0038,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000435,EVD-000392,,intervention,INT-0038,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000436,EVD-000393,,intervention,INT-0038,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000437,EVD-000394,,intervention,INT-0038,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000438,EVD-000395,,intervention,INT-0038,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000439,EVD-000396,,intervention,INT-0038,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000440,EVD-000397,,intervention,INT-0038,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000441,EVD-000398,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000442,EVD-000399,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000443,EVD-000400,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000444,EVD-000401,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000445,EVD-000402,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000446,EVD-000403,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000447,EVD-000404,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000448,EVD-000405,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000449,EVD-000406,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000450,EVD-000407,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000451,EVD-000408,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000452,EVD-000409,,intervention,INT-0041,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000453,EVD-000410,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000454,EVD-000411,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000455,EVD-000412,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000456,EVD-000413,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000457,EVD-000414,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000458,EVD-000415,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000459,EVD-000416,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000460,EVD-000417,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000461,EVD-000418,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000462,EVD-000419,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000463,EVD-000420,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000464,EVD-000421,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000465,EVD-000422,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000466,EVD-000423,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000467,EVD-000424,,intervention,INT-0046,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000468,EVD-000425,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000469,EVD-000426,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000470,EVD-000427,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000471,EVD-000428,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000472,EVD-000429,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000473,EVD-000430,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000474,EVD-000431,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000475,EVD-000432,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000476,EVD-000433,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000477,EVD-000434,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000478,EVD-000435,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000479,EVD-000436,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000480,EVD-000437,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000481,EVD-000438,,intervention,INT-0047,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000482,EVD-000439,,hypothesis,HYP-0009,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000483,EVD-000441,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000484,EVD-000446,,hypothesis,HYP-0006,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000485,EVD-000447,,hypothesis,HYP-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000486,EVD-000452,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000487,EVD-000459,,hypothesis,HYP-0009,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000488,EVD-000462,,hypothesis,HYP-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000489,EVD-000463,,hypothesis,HYP-0006,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000490,EVD-000465,,hypothesis,HYP-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000491,EVD-000466,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000492,EVD-000467,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000493,EVD-000468,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000494,EVD-000469,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000495,EVD-000470,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000496,EVD-000471,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000497,EVD-000473,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000498,EVD-000474,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000499,EVD-000475,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000500,EVD-000476,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000501,EVD-000480,,hypothesis,HYP-0007,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000502,EVD-000481,,hypothesis,HYP-0006,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000503,EVD-000484,,hypothesis,HYP-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000504,EVD-000487,,hypothesis,HYP-0008,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000505,EVD-000488,,intervention,INT-0005,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000506,EVD-000489,,intervention,INT-0005,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000507,EVD-000490,,intervention,INT-0005,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000508,EVD-000491,,intervention,INT-0005,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000509,EVD-000492,,intervention,INT-0005,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000510,EVD-000493,,intervention,INT-0005,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000511,EVD-000494,,intervention,INT-0005,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000512,EVD-000495,,intervention,INT-0005,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000513,EVD-000496,,intervention,INT-0005,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000514,EVD-000497,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000515,EVD-000498,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000516,EVD-000499,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000517,EVD-000500,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000518,EVD-000501,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000519,EVD-000502,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000520,EVD-000503,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000521,EVD-000504,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000522,EVD-000505,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000523,EVD-000506,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000524,EVD-000507,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000525,EVD-000508,,intervention,INT-0022,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000526,EVD-000509,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000527,EVD-000510,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000528,EVD-000511,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000529,EVD-000512,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000530,EVD-000513,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000531,EVD-000514,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000532,EVD-000515,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000533,EVD-000516,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000534,EVD-000517,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000535,EVD-000518,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000536,EVD-000519,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000537,EVD-000520,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000538,EVD-000521,,intervention,INT-0024,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000539,EVD-000522,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000540,EVD-000523,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000541,EVD-000524,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000542,EVD-000525,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000543,EVD-000526,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000544,EVD-000527,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000545,EVD-000528,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000546,EVD-000529,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000547,EVD-000530,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000548,EVD-000531,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000549,EVD-000532,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000550,EVD-000533,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000551,EVD-000534,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000552,EVD-000535,,intervention,INT-0028,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000553,EVD-000536,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000554,EVD-000537,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000555,EVD-000538,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000556,EVD-000539,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000557,EVD-000540,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000558,EVD-000541,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000559,EVD-000542,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000560,EVD-000543,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000561,EVD-000544,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000562,EVD-000545,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000563,EVD-000546,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
EVL-000564,EVD-000547,,intervention,INT-0029,unclear,,,2026-04-24T17:07:31+00:00,
