id,node_type,node_id,alias,source,created_at
ALS-001591,gene,GEN-0792,ENSG00000150275,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001592,gene,GEN-0793,PCDH19,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001593,gene,GEN-0793,ENSG00000165194,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001594,gene,GEN-0794,PCDH9,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001595,gene,GEN-0794,ENSG00000184226,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001596,gene,GEN-0795,PCDHA1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001597,gene,GEN-0795,ENSG00000204970,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001598,gene,GEN-0796,PCDHA10,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001599,gene,GEN-0796,ENSG00000250120,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001600,gene,GEN-0797,PCDHA11,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001601,gene,GEN-0797,ENSG00000249158,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001602,gene,GEN-0798,PCDHA12,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001603,gene,GEN-0798,ENSG00000251664,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001604,gene,GEN-0799,PCDHA13,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001605,gene,GEN-0799,ENSG00000239389,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001606,gene,GEN-0800,PCDHA2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001607,gene,GEN-0800,ENSG00000204969,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001608,gene,GEN-0801,PCDHA3,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001609,gene,GEN-0801,ENSG00000255408,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001610,gene,GEN-0802,PCDHA4,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001611,gene,GEN-0802,ENSG00000204967,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001612,gene,GEN-0803,PCDHA5,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001613,gene,GEN-0803,ENSG00000204965,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001614,gene,GEN-0804,PCDHA6,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001615,gene,GEN-0804,ENSG00000081842,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001616,gene,GEN-0805,PCDHA7,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001617,gene,GEN-0805,ENSG00000204963,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001618,gene,GEN-0806,PCDHA8,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001619,gene,GEN-0806,ENSG00000204962,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001620,gene,GEN-0807,PCDHA9,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001621,gene,GEN-0807,ENSG00000204961,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001622,gene,GEN-0808,PCDHAC1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001623,gene,GEN-0808,ENSG00000248383,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001624,gene,GEN-0809,PCDHAC2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001625,gene,GEN-0809,ENSG00000243232,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001626,gene,GEN-0810,PCLO,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001627,gene,GEN-0810,ENSG00000186472,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001628,gene,GEN-0811,PCM1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001629,gene,GEN-0811,ENSG00000078674,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001630,gene,GEN-0812,PDCD1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001631,gene,GEN-0812,ENSG00000188389,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001632,gene,GEN-0813,PDE1C,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001633,gene,GEN-0813,ENSG00000154678,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001634,gene,GEN-0814,PDE3B,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001635,gene,GEN-0814,ENSG00000152270,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001636,gene,GEN-0815,PDHA1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001637,gene,GEN-0815,ENSG00000131828,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001638,gene,GEN-0816,PDK2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001639,gene,GEN-0816,ENSG00000005882,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001640,gene,GEN-0817,PDZD8,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001641,gene,GEN-0817,ENSG00000165650,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001642,gene,GEN-0818,PEBP4,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001643,gene,GEN-0818,ENSG00000134020,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001644,gene,GEN-0819,PER1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001645,gene,GEN-0819,ENSG00000179094,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001646,gene,GEN-0820,PER2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001647,gene,GEN-0820,ENSG00000132326,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001648,gene,GEN-0821,PEX7,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001649,gene,GEN-0821,ENSG00000112357,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001650,gene,GEN-0822,PHF12,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001651,gene,GEN-0822,ENSG00000109118,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001652,gene,GEN-0823,PHF14,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001653,gene,GEN-0823,ENSG00000106443,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001654,gene,GEN-0824,PHF2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001655,gene,GEN-0824,ENSG00000197724,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001656,gene,GEN-0825,PHF21A,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001657,gene,GEN-0825,ENSG00000135365,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001658,gene,GEN-0826,PHF3,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001659,gene,GEN-0826,ENSG00000118482,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001660,gene,GEN-0827,PHF7,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001661,gene,GEN-0827,ENSG00000010318,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001662,gene,GEN-0828,PHF8,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001663,gene,GEN-0828,ENSG00000172943,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001664,gene,GEN-0829,PHIP,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001665,gene,GEN-0829,ENSG00000146247,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001666,gene,GEN-0830,PHLPP1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001667,gene,GEN-0830,ENSG00000081913,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001668,gene,GEN-0831,PHRF1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001669,gene,GEN-0831,ENSG00000070047,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001670,gene,GEN-0832,PIK3CA,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001671,gene,GEN-0832,ENSG00000121879,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001672,gene,GEN-0833,PIK3CG,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001673,gene,GEN-0833,ENSG00000105851,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001674,gene,GEN-0834,PIK3R2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001675,gene,GEN-0834,ENSG00000105647,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001676,gene,GEN-0835,PITX1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001677,gene,GEN-0835,ENSG00000069011,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001678,gene,GEN-0836,PJA1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001679,gene,GEN-0836,ENSG00000181191,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001680,gene,GEN-0837,PKD1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001681,gene,GEN-0837,ENSG00000008710,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001682,gene,GEN-0838,PLAA,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001683,gene,GEN-0838,ENSG00000137055,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001684,gene,GEN-0839,PLAUR,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001685,gene,GEN-0839,ENSG00000011422,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001686,gene,GEN-0840,PLCB1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001687,gene,GEN-0840,ENSG00000182621,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001688,gene,GEN-0841,PLCD4,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001689,gene,GEN-0841,ENSG00000115556,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001690,gene,GEN-0842,PLEKHA8,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001691,gene,GEN-0842,ENSG00000106086,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001692,gene,GEN-0843,PLN,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001693,gene,GEN-0843,ENSG00000198523,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001694,gene,GEN-0844,PLPPR4,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001695,gene,GEN-0844,ENSG00000117600,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001696,gene,GEN-0845,PLXNA3,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001697,gene,GEN-0845,ENSG00000130827,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001698,gene,GEN-0846,PLXNA4,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001699,gene,GEN-0846,ENSG00000221866,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001700,gene,GEN-0847,PLXNB1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001701,gene,GEN-0847,ENSG00000164050,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001702,gene,GEN-0848,PNPLA7,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001703,gene,GEN-0848,ENSG00000130653,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001704,gene,GEN-0849,POGZ,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001705,gene,GEN-0849,ENSG00000143442,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001706,gene,GEN-0850,PHB1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001707,gene,GEN-0850,ENSG00000167085,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001708,gene,GEN-0851,POLA2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001709,gene,GEN-0851,ENSG00000014138,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001710,gene,GEN-0852,POLR2A,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001711,gene,GEN-0852,ENSG00000181222,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001712,gene,GEN-0853,POLR3A,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001713,gene,GEN-0853,ENSG00000148606,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001714,gene,GEN-0854,POMGNT1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001715,gene,GEN-0854,ENSG00000085998,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001716,gene,GEN-0855,POMT1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001717,gene,GEN-0855,ENSG00000130714,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001718,gene,GEN-0856,PON1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001719,gene,GEN-0856,ENSG00000005421,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001720,gene,GEN-0857,POT1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001721,gene,GEN-0857,ENSG00000128513,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001722,gene,GEN-0858,POU3F3,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001723,gene,GEN-0858,ENSG00000198914,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001724,gene,GEN-0859,PPFIA1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001725,gene,GEN-0859,ENSG00000131626,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001726,gene,GEN-0860,PPFIA3,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001727,gene,GEN-0860,ENSG00000177380,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001728,gene,GEN-0861,PPM1D,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001729,gene,GEN-0861,ENSG00000170836,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001730,gene,GEN-0862,PPP1R1B,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001731,gene,GEN-0862,ENSG00000131771,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001732,gene,GEN-0863,PPP1R9B,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001733,gene,GEN-0863,ENSG00000108819,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001734,gene,GEN-0864,PPP2CA,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001735,gene,GEN-0864,ENSG00000113575,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001736,gene,GEN-0865,PPP2R1B,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001737,gene,GEN-0865,ENSG00000137713,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001738,gene,GEN-0866,PPP2R5C,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001739,gene,GEN-0866,ENSG00000078304,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001740,gene,GEN-0867,PPP2R5D,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001741,gene,GEN-0867,ENSG00000112640,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001742,gene,GEN-0868,PPP3CA,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001743,gene,GEN-0868,ENSG00000138814,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001744,gene,GEN-0869,PPP5C,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001745,gene,GEN-0869,ENSG00000011485,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001746,gene,GEN-0870,PREX1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001747,gene,GEN-0870,ENSG00000124126,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001748,gene,GEN-0871,PRICKLE1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001749,gene,GEN-0871,ENSG00000139174,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001750,gene,GEN-0872,PRICKLE2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001751,gene,GEN-0872,ENSG00000163637,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001752,gene,GEN-0873,PRKAR1B,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001753,gene,GEN-0873,ENSG00000188191,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001754,gene,GEN-0874,PRKCA,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001755,gene,GEN-0874,ENSG00000154229,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001756,gene,GEN-0875,PRKCB,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001757,gene,GEN-0875,ENSG00000166501,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001758,gene,GEN-0876,PRKD1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001759,gene,GEN-0876,ENSG00000184304,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001760,gene,GEN-0877,PRKD2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001761,gene,GEN-0877,ENSG00000105287,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001762,gene,GEN-0878,PRKDC,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001763,gene,GEN-0878,ENSG00000253729,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001764,gene,GEN-0879,PRKN,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001765,gene,GEN-0879,ENSG00000185345,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001766,gene,GEN-0880,PRMT9,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001767,gene,GEN-0880,ENSG00000164169,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001768,gene,GEN-0881,PRODH,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001769,gene,GEN-0881,ENSG00000100033,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001770,gene,GEN-0882,PRPF19,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001771,gene,GEN-0882,ENSG00000110107,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001772,gene,GEN-0883,PRPF39,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001773,gene,GEN-0883,ENSG00000185246,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001774,gene,GEN-0884,PRPF8,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001775,gene,GEN-0884,ENSG00000174231,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001776,gene,GEN-0885,PRR12,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001777,gene,GEN-0885,ENSG00000126464,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001778,gene,GEN-0886,PRR14L,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001779,gene,GEN-0886,ENSG00000183530,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001780,gene,GEN-0887,PRR25,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001781,gene,GEN-0887,nan,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001782,gene,GEN-0888,PRUNE2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001783,gene,GEN-0888,ENSG00000106772,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001784,gene,GEN-0889,PSD3,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001785,gene,GEN-0889,ENSG00000156011,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001786,gene,GEN-0890,PSMC5,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001787,gene,GEN-0890,ENSG00000087191,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001788,gene,GEN-0891,PSMD11,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001789,gene,GEN-0891,ENSG00000108671,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001790,gene,GEN-0892,PSMD12,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001791,gene,GEN-0892,ENSG00000197170,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001792,gene,GEN-0893,PSMD6,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001793,gene,GEN-0893,ENSG00000163636,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001794,gene,GEN-0894,PTBP2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001795,gene,GEN-0894,ENSG00000117569,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001796,gene,GEN-0895,PTCH1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001797,gene,GEN-0895,ENSG00000185920,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001798,gene,GEN-0896,PTCHD1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001799,gene,GEN-0896,ENSG00000165186,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001800,gene,GEN-0897,PTCHD1-AS,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001801,gene,GEN-0897,ENSG00000233067,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001802,gene,GEN-0898,PTDSS1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001803,gene,GEN-0898,ENSG00000156471,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001804,gene,GEN-0899,PTGS2,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001805,gene,GEN-0899,ENSG00000073756,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001806,gene,GEN-0900,PTK7,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001807,gene,GEN-0900,ENSG00000112655,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001808,gene,GEN-0901,PTPN11,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001809,gene,GEN-0901,ENSG00000179295,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001810,gene,GEN-0902,PTPN4,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001811,gene,GEN-0902,ENSG00000088179,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001812,gene,GEN-0903,PTPRB,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001813,gene,GEN-0903,ENSG00000127329,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001814,gene,GEN-0904,PTPRC,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001815,gene,GEN-0904,ENSG00000081237,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001816,gene,GEN-0905,PTPRD,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001817,gene,GEN-0905,ENSG00000153707,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001818,gene,GEN-0906,PTPRS,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001819,gene,GEN-0906,ENSG00000105426,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001820,gene,GEN-0907,PTPRT,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001821,gene,GEN-0907,ENSG00000196090,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001822,gene,GEN-0908,PUF60,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001823,gene,GEN-0908,ENSG00000179950,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001824,gene,GEN-0909,PXDN,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001825,gene,GEN-0909,ENSG00000130508,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001826,gene,GEN-0910,PYHIN1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001827,gene,GEN-0910,ENSG00000163564,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001828,gene,GEN-0911,QRICH1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001829,gene,GEN-0911,ENSG00000198218,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001830,gene,GEN-0912,RAB11FIP4,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001831,gene,GEN-0912,ENSG00000131242,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001832,gene,GEN-0913,RAB11FIP5,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001833,gene,GEN-0913,ENSG00000135631,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001834,gene,GEN-0914,RAB2A,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001835,gene,GEN-0914,ENSG00000104388,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001836,gene,GEN-0915,RAB39B,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001837,gene,GEN-0915,ENSG00000155961,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001838,gene,GEN-0916,RAB43,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001839,gene,GEN-0916,ENSG00000172780,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001840,gene,GEN-0917,RAC1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001841,gene,GEN-0917,ENSG00000136238,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001842,gene,GEN-0918,RAD21,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001843,gene,GEN-0918,ENSG00000164754,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001844,gene,GEN-0919,RAD21L1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001845,gene,GEN-0919,ENSG00000244588,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001846,gene,GEN-0920,RAI1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001847,gene,GEN-0920,ENSG00000108557,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001848,gene,GEN-0921,RALA,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001849,gene,GEN-0921,ENSG00000006451,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001850,gene,GEN-0922,RALGAPB,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001851,gene,GEN-0922,ENSG00000170471,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001852,gene,GEN-0923,RANBP17,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001853,gene,GEN-0923,ENSG00000204764,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001854,gene,GEN-0924,RAP1A,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001855,gene,GEN-0924,ENSG00000116473,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001856,gene,GEN-0925,RAPGEF4,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001857,gene,GEN-0925,ENSG00000091428,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001858,gene,GEN-0926,RASSF5,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001859,gene,GEN-0926,ENSG00000266094,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001860,gene,GEN-0927,RBBP5,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001861,gene,GEN-0927,ENSG00000117222,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001862,gene,GEN-0928,RBFOX1,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001863,gene,GEN-0928,ENSG00000078328,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001864,gene,GEN-0929,RBM27,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001865,gene,GEN-0929,ENSG00000091009,legacy_v0.1,2026-04-24T17:07:31+00:00
ALS-001866,gene,GEN-0930,REEP3,legacy_v0.1,2026-04-24T17:07:31+00:00
