id,biomarker_id,mechanism_id,relationship_type,evidence_strength,polarity,created_at,notes
BME-00175,BIO-0172,MEC-0002,indicates_dysfunction,0.50,supporting,2026-04-30T02:06:58+00:00,Anti-NMDA receptor antibodies indicates MEC-0002
BME-00176,BIO-0172,MEC-0020,indicates_dysfunction,0.50,supporting,2026-04-30T02:06:58+00:00,Anti-NMDA receptor antibodies indicates MEC-0020
BME-00177,BIO-0174,MEC-0007,indicates_dysfunction,0.50,supporting,2026-04-30T02:06:58+00:00,Anti-GAD65 antibodies indicates MEC-0007
BME-00178,BIO-0174,MEC-0034,indicates_dysfunction,0.50,supporting,2026-04-30T02:06:58+00:00,Anti-GAD65 antibodies indicates MEC-0034
BME-00179,BIO-0175,MEC-0016,indicates_dysfunction,0.50,supporting,2026-04-30T02:06:58+00:00,Salivary cortisol awakening response (CAR) indicates MEC-0016
BME-00180,BIO-0176,MEC-0011,indicates_dysfunction,0.50,supporting,2026-04-30T02:06:58+00:00,"Lipid panel (TC, LDL, HDL, triglycerides) indicates MEC-0011"
BME-00181,BIO-0176,MEC-0012,indicates_dysfunction,0.50,supporting,2026-04-30T02:06:58+00:00,"Lipid panel (TC, LDL, HDL, triglycerides) indicates MEC-0012"
BME-00182,BIO-0177,MEC-0004,indicates_dysfunction,0.50,supporting,2026-04-30T02:06:58+00:00,ApoE genotype indicates MEC-0004
BME-00183,BIO-0177,MEC-0031,indicates_dysfunction,0.50,supporting,2026-04-30T02:06:58+00:00,ApoE genotype indicates MEC-0031
BME-00184,BIO-0178,MEC-0008,indicates_dysfunction,0.50,supporting,2026-04-30T02:06:58+00:00,Comprehensive Stool Analysis (GI-MAP / CDSA composite) indicates MEC-0008
