id,intervention_id,phenotype_id,relation_type,polarity,evidence_for_count,evidence_against_count,evidence_strength_aggregate,context_scope,status,created_at,last_updated
IPE-00018,INT-0011,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00019,INT-0012,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00020,INT-0013,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00021,INT-0013,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00022,INT-0014,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00023,INT-0014,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00024,INT-0014,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00025,INT-0015,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00026,INT-0017,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00027,INT-0017,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00028,INT-0018,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00029,INT-0019,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00030,INT-0020,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00031,INT-0023,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00032,INT-0025,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00033,INT-0026,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00034,INT-0026,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00035,INT-0026,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00036,INT-0027,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00037,INT-0027,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00038,INT-0028,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00039,INT-0028,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00040,INT-0029,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00041,INT-0030,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00042,INT-0031,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00043,INT-0031,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00044,INT-0032,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00045,INT-0033,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00046,INT-0033,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00047,INT-0034,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00048,INT-0034,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00049,INT-0035,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00050,INT-0035,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00051,INT-0035,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00052,INT-0035,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00053,INT-0036,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00054,INT-0036,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00055,INT-0037,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00056,INT-0037,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00057,INT-0037,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00058,INT-0038,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00059,INT-0039,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00060,INT-0040,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00061,INT-0042,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00062,INT-0043,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00063,INT-0044,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00064,INT-0045,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00065,INT-0047,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00066,INT-0047,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00067,INT-0047,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00068,INT-0047,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00069,INT-0048,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00070,INT-0048,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00071,INT-0048,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00072,INT-0050,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00073,INT-0055,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00074,INT-0056,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00075,INT-0057,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00076,INT-0058,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00077,INT-0059,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00078,INT-0060,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00079,INT-0061,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00080,INT-0062,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00081,INT-0062,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00082,INT-0063,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00083,INT-0064,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00084,INT-0064,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00085,INT-0065,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00086,INT-0065,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00087,INT-0066,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00088,INT-0067,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00089,INT-0068,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00090,INT-0069,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00091,INT-0070,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00092,INT-0071,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00093,INT-0071,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00094,INT-0072,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00095,INT-0072,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00096,INT-0073,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00097,INT-0073,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00098,INT-0074,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00099,INT-0075,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00100,INT-0076,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00101,INT-0076,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00102,INT-0076,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00103,INT-0077,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00104,INT-0077,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00105,INT-0078,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00106,INT-0078,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00107,INT-0079,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00108,INT-0079,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00109,INT-0080,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00110,INT-0080,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00111,INT-0081,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00112,INT-0081,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00113,INT-0082,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00114,INT-0083,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00115,INT-0084,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00116,INT-0085,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00117,INT-0085,PHE-0004,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00118,INT-0086,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00119,INT-0086,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00120,INT-0087,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00121,INT-0087,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00122,INT-0088,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00123,INT-0088,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00124,INT-0089,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00125,INT-0089,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00126,INT-0090,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00127,INT-0090,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00128,INT-0090,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00129,INT-0091,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00130,INT-0092,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00131,INT-0092,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00132,INT-0093,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00133,INT-0093,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00134,INT-0094,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00135,INT-0095,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00136,INT-0095,PHE-0005,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00137,INT-0096,PHE-0001,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00138,INT-0096,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00139,INT-0096,PHE-0006,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00140,INT-0096,PHE-0007,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00141,INT-0097,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00142,INT-0097,PHE-0003,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00143,INT-0098,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00144,INT-0099,PHE-0002,derived_via_int_mec_phe_walk,unknown,,,0.0000,,active,2026-04-28T02:00:15+00:00,2026-04-28T02:00:15+00:00
IPE-00149,INT-0041,PHE-0004,treats,supporting,,,,,active,2026-04-28T02:13:59+00:00,2026-04-28T02:13:59+00:00
